TEAM_ID,MISSION_TIME,PACKET_COUNT,MODE,STATE,ALTITUDE,TEMPERATURE,PRESSURE,VOLTAGE,CURRENT,GYRO_R,GYRO_P,GYRO_Y,ACCEL_R,ACCEL_P,ACCEL_Y,GPS_TIME,GPS_ALTITUDE,GPS_LATITUDE,GPS_LONGITUDE,GPS_SATS,CMD_ECHO
1000,12:00:33,34,F,ASCENT,17.5,27.9,101.1,4.18,0.32,0.35,1.57,1.5,-0.04,-0.23,14.84,12:00:33,29.6,37.4219,-122.084,10,
1000,12:00:34,35,F,ASCENT,21.0,27.8,101.1,4.18,0.33,-2.7,-1.34,-0.47,-0.59,-0.09,14.66,12:00:34,41.2,37.4219,-122.084,8,
1000,12:00:35,36,F,ASCENT,22.1,27.8,101.1,4.19,0.32,-1.49,-1.95,1.54,-0.12,0.01,12.88,12:00:35,38.8,37.4219,-122.084,10,
1000,12:00:36,37,F,ASCENT,26.1,27.7,101.0,4.17,0.31,0.94,0.84,-0.87,0.41,-0.43,12.14,12:00:36,41.7,37.4218,-122.084,11,
1000,12:00:37,38,F,ASCENT,29.8,27.9,101.0,4.19,0.31,0.4,-0.04,-1.13,-0.03,-0.06,11.93,12:00:37,43.9,37.4219,-122.084,10,
1000,12:00:38,39,F,ASCENT,33.5,28.0,100.9,4.17,0.31,-1.85,0.25,-0.32,0.34,-0.14,12.79,12:00:38,51.6,37.4218,-122.084,9,
1000,12:00:39,40,F,ASCENT,37.2,27.7,100.9,4.17,0.32,0.85,-1.27,-1.28,-0.26,-0.25,12.29,12:00:39,49.7,37.4218,-122.084,11,
1000,12:00:40,41,F,ASCENT,41.9,27.7,100.8,4.18,0.32,1.41,-0.62,0.55,0.54,0.37,11.17,12:00:40,60.6,37.4218,-122.084,9,
1000,12:00:41,42,F,ASCENT,44.1,27.6,100.8,4.18,0.31,0.54,0.39,1.58,-0.24,0.31,12.82,12:00:41,59.8,37.4218,-122.084,9,
1000,12:00:42,43,F,ASCENT,49.2,27.7,100.7,4.18,0.32,-1.3,2.49,-0.62,-0.2,-0.23,12.61,12:00:42,65.3,37.4218,-122.084,11,
1000,12:00:43,44,F,ASCENT,53.8,27.4,100.7,4.18,0.34,1.54,2.36,0.22,0.15,0.65,10.77,12:00:43,72.5,37.4218,-122.084,9,
1000,12:00:44,45,F,ASCENT,58.3,27.7,100.6,4.15,0.32,-1.04,1.19,0.08,-0.28,-0.33,11.38,12:00:44,72.1,37.4218,-122.084,10,
1000,12:00:45,46,F,ASCENT,62.5,27.6,100.6,4.17,0.34,-2.38,-1.74,1.64,0.16,0.03,11.12,12:00:45,79.6,37.4218,-122.084,9,
1000,12:00:46,47,F,ASCENT,67.9,27.6,100.5,4.17,0.32,-1.86,0.84,0.47,-0.16,-0.44,9.96,12:00:46,83.7,37.4218,-122.084,9,
1000,12:00:47,48,F,ASCENT,74.9,27.4,100.4,4.18,0.34,-2.02,-0.75,-0.09,-0.06,0.12,10.67,12:00:47,91.1,37.4218,-122.084,9,
1000,12:00:48,49,F,ASCENT,79.0,27.9,100.4,4.17,0.34,-2.36,-0.18,1.64,-0.46,-0.48,11.84,12:00:48,92.7,37.4218,-122.084,8,
1000,12:00:49,50,F,ASCENT,85.4,27.0,100.3,4.17,0.32,-0.36,-0.39,0.12,-0.02,0.02,10.99,12:00:49,100.9,37.4218,-122.084,11,
1000,12:00:50,51,F,ASCENT,90.8,27.2,100.2,4.17,0.31,1.14,2.37,-1.04,0.13,0.84,10.66,12:00:50,109.8,37.4219,-122.084,11,
1000,12:00:51,52,F,ASCENT,97.6,27.3,100.1,4.17,0.32,0.69,-2.91,-2.1,-0.14,0.13,10.26,12:00:51,109.0,37.4218,-122.084,11,
1000,12:00:52,53,F,ASCENT,103.8,27.5,100.1,4.18,0.3,1.56,-1.11,0.14,0.03,0.44,11.67,12:00:52,120.1,37.4219,-122.084,12,
1000,12:00:53,54,F,ASCENT,110.7,27.3,100.0,4.16,0.32,1.83,-0.92,-0.75,-0.55,-0.41,11.65,12:00:53,127.8,37.4219,-122.084,10,
1000,12:00:54,55,F,ASCENT,117.8,27.4,99.9,4.18,0.32,-1.27,-1.81,-1.32,0.18,-0.5,11.07,12:00:54,129.8,37.4219,-122.084,8,
1000,12:00:55,56,F,ASCENT,122.7,27.0,99.9,4.16,0.3,-0.98,-0.36,0.26,0.04,0.54,9.82,12:00:55,136.0,37.4219,-122.084,10,
1000,12:00:56,57,F,ASCENT,131.2,27.1,99.7,4.18,0.31,-0.44,-2.36,-0.09,-0.05,0.22,11.19,12:00:56,143.7,37.4219,-122.084,10,
1000,12:00:57,58,F,ASCENT,139.6,27.2,99.7,4.17,0.32,0.07,-2.54,-0.07,0.37,-0.33,10.23,12:00:57,153.1,37.4218,-122.084,9,
1000,12:00:58,59,F,ASCENT,147.2,27.2,99.6,4.16,0.32,3.36,-2.78,-1.04,-0.33,0.05,11.68,12:00:58,160.6,37.4219,-122.084,11,
1000,12:00:59,60,F,ASCENT,153.7,27.0,99.5,4.16,0.33,1.48,0.15,0.4,0.0,-0.26,9.33,12:00:59,165.9,37.4219,-122.084,10,
1000,12:01:00,61,F,ASCENT,162.2,26.9,99.4,4.16,0.31,0.61,0.96,-0.02,0.89,0.25,9.72,12:01:00,178.4,37.4218,-122.084,10,
1000,12:01:01,62,F,ASCENT,170.4,26.9,99.3,4.17,0.3,-0.61,2.12,0.35,0.24,-0.41,10.52,12:01:01,190.5,37.4219,-122.084,10,
1000,12:01:02,63,F,ASCENT,178.6,26.8,99.2,4.17,0.3,0.36,-0.45,1.61,-0.27,0.15,10.74,12:01:02,193.2,37.4219,-122.084,8,
1000,12:01:03,64,F,ASCENT,187.2,26.7,99.1,4.18,0.31,-0.24,-0.93,0.27,-0.18,-0.1,9.56,12:01:03,203.7,37.4219,-122.084,10,
1000,12:01:04,65,F,ASCENT,196.7,26.3,99.0,4.17,0.31,1.5,-3.24,1.29,0.11,-0.38,8.99,12:01:04,214.8,37.4219,-122.084,10,
1000,12:01:05,66,F,ASCENT,205.0,26.7,98.9,4.17,0.3,-0.66,0.88,1.92,0.37,-0.09,8.28,12:01:05,214.3,37.4219,-122.084,9,
1000,12:01:06,67,F,ASCENT,215.1,26.6,98.8,4.18,0.31,-1.64,2.66,0.39,-0.43,0.04,10.91,12:01:06,232.3,37.4219,-122.084,10,
1000,12:01:07,68,F,ASCENT,222.3,26.6,98.7,4.17,0.31,-1.05,1.02,-1.5,-0.06,-0.42,9.26,12:01:07,237.2,37.4219,-122.084,10,
1000,12:01:08,69,F,ASCENT,233.1,26.1,98.5,4.17,0.3,-4.43,-0.74,0.13,-0.13,-0.44,11.51,12:01:08,251.5,37.4219,-122.084,12,
1000,12:01:09,70,F,ASCENT,242.5,26.2,98.4,4.16,0.3,0.56,-1.05,1.0,-0.29,0.02,11.02,12:01:09,255.9,37.4219,-122.084,10,
1000,12:01:10,71,F,ASCENT,252.6,26.5,98.3,4.16,0.3,-2.81,-0.14,0.18,0.04,0.27,9.65,12:01:10,265.3,37.4219,-122.084,11,
1000,12:01:11,72,F,ASCENT,263.4,25.9,98.2,4.17,0.32,1.32,-2.14,0.6,0.08,-0.33,10.61,12:01:11,280.2,37.4219,-122.084,11,
1000,12:01:12,73,F,ASCENT,275.0,26.1,98.1,4.16,0.29,1.13,0.19,0.29,0.06,-0.74,8.76,12:01:12,292.5,37.4219,-122.084,11,
1000,12:01:13,74,F,ASCENT,284.6,26.0,98.0,4.15,0.31,-0.01,-1.45,-1.34,0.67,-0.18,7.67,12:01:13,298.6,37.4219,-122.084,9,
1000,12:01:14,75,F,ASCENT,294.9,26.0,97.9,4.18,0.3,-1.56,0.16,-0.5,-0.64,0.45,10.69,12:01:14,313.7,37.4219,-122.084,11,
1000,12:01:15,76,F,ASCENT,306.2,25.7,97.7,4.16,0.32,-1.43,0.04,0.16,0.44,-0.16,10.45,12:01:15,323.0,37.4219,-122.084,10,
1000,12:01:16,77,F,ASCENT,316.4,25.7,97.6,4.16,0.3,0.68,-1.5,1.99,-0.08,-0.21,10.4,12:01:16,329.1,37.4219,-122.084,10,
1000,12:01:17,78,F,ASCENT,328.6,25.8,97.4,4.17,0.34,1.84,0.69,-0.45,-0.13,-0.13,9.52,12:01:17,339.6,37.4219,-122.084,11,
1000,12:01:18,79,F,ASCENT,340.5,25.9,97.3,4.15,0.31,-2.48,0.05,-0.38,0.21,0.18,8.68,12:01:18,355.9,37.4219,-122.084,11,
1000,12:01:19,80,F,ASCENT,352.8,25.5,97.2,4.16,0.33,3.45,-0.91,-1.14,0.41,-0.32,8.68,12:01:19,371.6,37.4219,-122.084,10,
1000,12:01:20,81,F,ASCENT,363.4,25.5,97.1,4.15,0.33,0.88,0.86,-2.13,-0.35,0.02,9.82,12:01:20,376.9,37.4219,-122.084,10,
1000,12:01:21,82,F,ASCENT,376.9,25.6,96.9,4.17,0.3,-0.29,-2.62,1.42,-0.12,0.29,8.87,12:01:21,397.5,37.4219,-122.084,8,
1000,12:01:22,83,F,ASCENT,389.9,25.1,96.8,4.14,0.3,0.81,-0.38,-1.16,0.03,-0.08,10.23,12:01:22,400.5,37.4219,-122.084,10,
1000,12:01:23,84,F,ASCENT,401.5,25.3,96.6,4.17,0.31,1.07,3.05,-1.0,-0.2,-0.45,8.71,12:01:23,416.6,37.4219,-122.084,9,
1000,12:01:24,85,F,ASCENT,415.0,25.5,96.5,4.17,0.32,-0.27,-2.5,0.2,-0.02,-0.34,9.63,12:01:24,426.9,37.4219,-122.084,11,
1000,12:01:25,86,F,ASCENT,427.4,25.7,96.3,4.15,0.32,-0.57,2.27,0.14,-0.39,0.02,9.94,12:01:25,440.4,37.4218,-122.084,11,
1000,12:01:26,87,F,ASCENT,442.2,25.3,96.1,4.17,0.32,-1.61,1.53,-0.52,0.7,0.08,9.99,12:01:26,459.5,37.4218,-122.084,9,
1000,12:01:27,88,F,ASCENT,453.7,25.1,96.0,4.16,0.32,1.27,-0.57,0.68,-0.18,-0.07,10.2,12:01:27,466.8,37.4218,-122.084,12,
1000,12:01:28,89,F,ASCENT,469.1,25.0,95.8,4.16,0.33,0.96,1.6,-0.31,0.23,-0.47,9.12,12:01:28,482.8,37.4218,-122.084,10,
1000,12:01:29,90,F,ASCENT,481.4,24.7,95.7,4.15,0.32,1.45,2.15,2.31,-0.06,0.03,10.39,12:01:29,495.9,37.4218,-122.084,10,
1000,12:01:30,91,F,ASCENT,496.9,24.7,95.5,4.15,0.31,-1.3,0.96,-0.25,0.42,0.01,10.09,12:01:30,512.4,37.4219,-122.084,10,
1000,12:01:31,92,F,ASCENT,510.0,24.6,95.4,4.16,0.32,-2.27,3.17,0.43,0.22,0.14,11.11,12:01:31,526.4,37.4218,-122.084,11,
1000,12:01:32,93,F,ASCENT,525.3,24.6,95.2,4.15,0.32,-0.73,2.5,-0.64,-0.63,0.35,8.88,12:01:32,541.7,37.4219,-122.084,11,
1000,12:01:33,94,F,ASCENT,539.3,24.3,95.0,4.18,0.33,0.1,5.15,-0.28,-0.05,0.14,11.26,12:01:33,551.5,37.4219,-122.084,11,
1000,12:01:34,95,F,ASCENT,554.5,24.1,94.9,4.16,0.32,-1.71,0.57,-0.29,0.1,-0.33,12.67,12:01:34,568.8,37.4219,-122.084,11,
1000,12:01:35,96,F,ASCENT,568.6,24.6,94.7,4.15,0.33,1.25,-1.94,0.65,0.25,0.63,9.29,12:01:35,579.6,37.4219,-122.084,11,
1000,12:01:36,97,F,ASCENT,584.5,24.0,94.5,4.15,0.3,1.58,-1.14,1.48,-0.07,0.47,7.75,12:01:36,604.2,37.4219,-122.084,11,
1000,12:01:37,98,F,ASCENT,599.0,24.1,94.4,4.17,0.33,-1.04,-0.98,-0.53,-0.12,-0.1,10.77,12:01:37,615.1,37.4219,-122.084,12,
1000,12:01:38,99,F,ASCENT,615.9,24.0,94.2,4.15,0.32,-0.22,-2.06,0.6,-0.28,0.06,9.98,12:01:38,636.9,37.4219,-122.084,11,
1000,12:01:39,100,F,ASCENT,631.0,24.3,94.0,4.17,0.32,1.61,3.37,-2.68,-0.11,0.62,9.87,12:01:39,648.5,37.4219,-122.084,11,
1000,12:01:40,101,F,ASCENT,647.9,23.7,93.8,4.16,0.33,1.6,-2.02,-0.72,0.02,0.12,9.77,12:01:40,660.4,37.4219,-122.0839,10,
1000,12:01:41,102,F,ASCENT,663.9,23.8,93.7,4.16,0.32,3.65,-0.19,-0.9,-0.12,-0.43,8.8,12:01:41,677.7,37.4219,-122.084,10,
1000,12:01:42,103,F,ASCENT,681.3,23.1,93.5,4.15,0.33,2.77,-1.45,-0.36,0.5,-0.21,11.33,12:01:42,695.5,37.4219,-122.0839,12,
1000,12:01:43,104,F,ASCENT,697.8,23.4,93.3,4.15,0.33,2.58,1.43,0.25,0.26,0.17,10.59,12:01:43,708.2,37.4219,-122.0839,10,
1000,12:01:44,105,F,ASCENT,714.3,23.2,93.1,4.15,0.35,0.85,2.72,0.38,-0.28,0.4,10.02,12:01:44,727.3,37.4219,-122.0839,11,
1000,12:01:45,106,F,ASCENT,731.3,23.2,92.9,4.13,0.31,2.09,2.41,-0.57,-0.21,-0.06,10.57,12:01:45,747.3,37.4219,-122.0839,8,
1000,12:01:46,107,F,ASCENT,749.8,23.1,92.7,4.18,0.31,-0.03,0.14,1.44,-0.23,-0.31,9.99,12:01:46,765.5,37.4219,-122.0839,9,
1000,12:01:47,108,F,ASCENT,767.0,22.8,92.5,4.16,0.31,-0.97,-2.99,0.18,0.2,0.11,9.4,12:01:47,786.7,37.4219,-122.0839,10,
1000,12:01:48,109,F,ASCENT,783.9,22.9,92.3,4.16,0.31,2.63,1.82,-1.21,-0.04,0.16,10.56,12:01:48,793.8,37.4219,-122.0839,9,
1000,12:01:49,110,F,ASCENT,802.1,22.5,92.1,4.16,0.32,0.82,1.13,1.15,0.23,0.1,10.2,12:01:49,815.1,37.4219,-122.0839,10,
1000,12:01:50,111,F,APOGEE,820.6,22.5,91.9,4.17,0.31,2.02,0.46,-0.67,-0.05,0.12,10.08,12:01:50,836.8,37.4219,-122.0839,11,
1000,12:01:51,112,F,APOGEE,819.4,22.9,91.9,4.15,0.33,-0.76,0.12,0.59,0.43,-0.31,9.57,12:01:51,830.5,37.4219,-122.0839,10,
1000,12:01:52,113,F,APOGEE,822.5,22.9,91.9,4.15,0.31,-1.62,-0.37,-1.33,-0.02,-0.14,9.8,12:01:52,839.3,37.4219,-122.0839,9,
1000,12:01:53,114,F,APOGEE,819.9,22.5,91.9,4.17,0.31,0.5,-0.19,0.78,0.25,0.41,10.22,12:01:53,836.3,37.4219,-122.0839,9,
1000,12:01:54,115,F,APOGEE,820.0,22.6,92.0,4.15,0.33,2.3,0.05,0.21,-0.28,-0.2,9.99,12:01:54,833.1,37.4219,-122.0839,10,
1000,12:01:55,116,F,APOGEE,820.2,22.7,91.9,4.16,0.32,0.27,0.99,-0.7,-0.11,-0.17,9.47,12:01:55,834.0,37.4219,-122.0839,10,
1000,12:01:56,117,F,APOGEE,820.0,22.7,91.9,4.16,0.32,-1.09,-0.33,-0.83,-0.71,0.18,9.83,12:01:56,837.2,37.4219,-122.0839,10,
1000,12:01:57,118,F,APOGEE,819.7,22.4,91.9,4.16,0.32,0.17,-1.54,-0.47,-0.4,0.52,9.68,12:01:57,826.5,37.4219,-122.0839,12,
1000,12:01:58,119,F,APOGEE,820.0,22.9,91.9,4.17,0.32,-0.53,0.12,1.05,-0.0,-0.17,10.13,12:01:58,837.4,37.4219,-122.0839,9,
1000,12:01:59,120,F,APOGEE,819.8,22.8,91.9,4.16,0.33,-0.05,0.45,-0.02,-0.02,0.19,9.17,12:01:59,828.4,37.4219,-122.0839,12,
1000,12:02:00,121,F,APOGEE,820.0,22.5,91.9,4.14,0.3,1.28,1.02,-0.17,-0.06,0.36,9.81,12:02:00,830.5,37.4219,-122.0839,10,
1000,12:02:01,122,F,APOGEE,821.1,22.3,91.9,4.15,0.31,1.76,-1.06,1.26,0.09,0.44,9.99,12:02:01,837.6,37.4219,-122.0839,11,
1000,12:02:02,123,F,APOGEE,818.5,22.8,92.0,4.15,0.34,0.49,0.08,0.04,-0.26,0.08,9.97,12:02:02,836.5,37.4219,-122.0839,11,
1000,12:02:03,124,F,APOGEE,822.1,22.6,91.9,4.14,0.32,0.1,0.31,-1.83,-0.48,-0.05,10.08,12:02:03,829.4,37.4219,-122.0839,10,
1000,12:02:04,125,F,APOGEE,820.4,22.6,92.0,4.17,0.32,0.1,1.59,0.13,-0.39,0.12,9.94,12:02:04,831.5,37.4219,-122.0839,9,
1000,12:02:05,126,F,DESCENT,819.5,22.4,92.0,4.14,0.31,-2.36,-4.18,-0.94,-0.09,0.24,9.94,12:02:05,833.4,37.4219,-122.0839,10,
1000,12:02:06,127,F,DESCENT,821.0,22.6,91.9,4.16,0.31,-3.16,-1.43,-0.12,-0.13,-0.09,9.7,12:02:06,838.4,37.4219,-122.0839,11,
1000,12:02:07,128,F,DESCENT,821.1,22.7,91.9,4.13,0.29,-2.4,-0.92,1.86,0.36,0.28,11.55,12:02:07,834.0,37.4219,-122.0839,9,
1000,12:02:08,129,F,DESCENT,821.0,22.6,91.9,4.15,0.3,-2.16,0.94,1.22,0.28,0.25,9.56,12:02:08,829.9,37.4219,-122.0839,9,
1000,12:02:09,130,F,DESCENT,817.0,23.2,92.0,4.14,0.32,-1.86,-0.16,0.45,0.13,-0.1,11.46,12:02:09,828.6,37.4219,-122.0839,10,
1000,12:02:10,131,F,DESCENT,812.5,22.7,92.0,4.15,0.3,-0.39,-2.44,0.29,-0.15,-0.42,11.1,12:02:10,826.7,37.4219,-122.0839,11,
1000,12:02:11,132,F,DESCENT,806.6,22.4,92.1,4.15,0.29,0.57,-3.09,-0.48,-0.06,-0.12,10.53,12:02:11,823.2,37.4219,-122.0839,10,
1000,12:02:12,133,F,DESCENT,800.1,22.8,92.2,4.16,0.31,-3.08,-1.66,0.37,0.44,0.48,11.52,12:02:12,814.7,37.4219,-122.0839,9,
1000,12:02:13,134,F,DESCENT,792.3,22.8,92.2,4.14,0.3,-0.53,-1.73,1.25,-0.62,0.32,11.36,12:02:13,806.0,37.4219,-122.0839,9,
1000,12:02:14,135,F,DESCENT,787.3,23.0,92.3,4.15,0.31,-3.23,-6.6,-0.05,0.06,0.53,11.73,12:02:14,799.7,37.4219,-122.0839,9,
1000,12:02:15,136,F,DESCENT,783.2,22.6,92.4,4.15,0.29,-4.44,-1.41,-0.49,0.04,0.06,11.06,12:02:15,799.0,37.4219,-122.0839,11,
1000,12:02:16,137,F,DESCENT,781.3,23.2,92.4,4.15,0.3,1.73,-2.29,0.09,-0.15,-0.24,11.01,12:02:16,795.2,37.4219,-122.0839,10,
1000,12:02:17,138,F,DESCENT,780.1,22.9,92.4,4.16,0.3,-0.85,-3.89,1.54,-0.11,0.06,11.89,12:02:17,793.1,37.4219,-122.0839,10,
1000,12:02:18,139,F,DESCENT,780.0,23.1,92.3,4.14,0.33,-0.17,-2.96,-1.44,-0.22,-0.21,11.54,12:02:18,791.9,37.4219,-122.0839,11,
1000,12:02:19,140,F,DESCENT,781.6,23.2,92.4,4.15,0.3,0.15,-1.4,0.01,0.12,-0.44,10.39,12:02:19,797.0,37.4219,-122.0839,10,
1000,12:02:20,141,F,DESCENT,782.8,22.8,92.3,4.13,0.31,-1.35,-0.98,0.24,-0.22,-0.42,10.66,12:02:20,793.2,37.4219,-122.0839,9,
1000,12:02:21,142,F,DESCENT,782.2,23.2,92.3,4.16,0.3,1.4,-3.22,0.69,-0.28,-0.76,8.54,12:02:21,795.0,37.4219,-122.0839,9,
1000,12:02:22,143,F,DESCENT,778.2,22.8,92.4,4.13,0.32,-2.2,-3.18,-2.1,-0.39,-0.5,9.89,12:02:22,796.5,37.4219,-122.0839,8,
1000,12:02:23,144,F,DESCENT,777.7,22.8,92.4,4.15,0.3,-0.24,1.94,2.38,-0.13,0.04,9.54,12:02:23,792.0,37.4219,-122.0839,10,
1000,12:02:24,145,F,DESCENT,774.1,22.6,92.4,4.14,0.3,0.6,-0.69,0.38,0.21,-0.11,9.41,12:02:24,786.4,37.4219,-122.0839,8,
1000,12:02:25,146,F,DESCENT,766.9,23.0,92.5,4.15,0.32,2.75,-3.18,0.03,0.09,0.26,8.13,12:02:25,785.5,37.4219,-122.0839,10,
1000,12:02:26,147,F,DESCENT,761.6,23.3,92.6,4.14,0.3,-0.51,1.21,0.54,0.56,-0.03,10.04,12:02:26,779.9,37.4219,-122.0839,9,
1000,12:02:27,148,F,DESCENT,756.0,23.1,92.6,4.15,0.32,3.05,0.1,-0.14,0.88,-0.25,8.18,12:02:27,769.3,37.4219,-122.0839,9,
1000,12:02:28,149,F,DESCENT,749.0,23.1,92.7,4.15,0.32,-0.44,1.84,0.58,-0.41,0.39,7.07,12:02:28,766.0,37.4219,-122.0839,9,
1000,12:02:29,150,F,DESCENT,745.7,23.3,92.8,4.15,0.32,2.25,-0.52,0.21,0.27,0.77,7.77,12:02:29,757.4,37.4219,-122.0839,10,
1000,12:02:30,151,F,DESCENT,744.0,23.3,92.8,4.16,0.33,2.64,1.85,-1.14,0.3,0.14,8.26,12:02:30,759.6,37.4219,-122.0839,9,
1000,12:02:31,152,F,DESCENT,741.7,23.4,92.8,4.15,0.31,2.86,1.01,0.54,-0.26,-0.48,7.81,12:02:31,751.2,37.4219,-122.0839,9,
